timestamp_utc,city,niche,business_name,address,phone,website,rating,num_reviews,would_call,reason,evidence_quote,highlighted_evidence_json,owner_name_guess,reviews_json
2026-03-15T09:15:50Z,Seattle,mobile detailer,Perfection Mobile Detailing,"
11110 Forbes Creek Dr, Kirkland, WA 98033",,http://www.perfectionmobiledetailing.com/,4.8,12,no,"too many names mentioned, + too many plural pronouns",,"[{""review_index"": 1, ""text"": ""every time their work is literally perfection""}, {""review_index"": 3, ""text"": ""Javier did a beautiful job""}, {""review_index"": 5, ""text"": ""Travis conveniently offered""}]",,"[""Outstanding Mobile Detailing Service I’ve had my SUV detailed multiple times and just had my husband’s car done for his birthday - every time their work is literally perfection- our vehicles look brand new! Also, love the super wash option for maintaining in between details. Travis and his team make it so convenient by coming right to your driveway and always deliver top-quality work. Highly recommend!"", ""I booked a full service detail with Perfection and Travis provided mobile service at our underground garage. He was prompt, communicated very well and coordinated everything to make the service a success. He assessed our vehicle condition, was very fair in adjusting price to reflect the already good exterior conditions, did a stellar job and finished early! My wife’s comment was that the car looked stunning, and when we went to present it for an offer to sell at our local dealer they gushed over the vehicle condition inside and out. We got a great offer and Travis definitely helped out in a big way to put our best foot forward!"", ""Such a great job and so nice! Javier did a beautiful job. I was getting a car back in order for use after it had been sitting for several months for a family member coming back to town and unfortunately it had been so damp that there was mold on the fabric seats. Fortunately, you can specifically upgrade service for that upfront, so they know what they're walking into. All this while it was freezing outside and there was no usable garage. The car was immaculate when done. I was so grateful! I didn't even want to get in the car to take it to get serviced before he worked on it."", ""I truly hate leaving a negative review for a small business … but wow what terrible driving behavior on the road! Tailgating everyone (including me) within a few feet of the bumper, darting in and out incredibly close between cars only to arrive at the same signal light as everyone else a couple cars ahead. All with a giant billboard for your business painted on your van. Please be more considerate."", ""Wow. Perfection really is the right word choice. Travis conveniently offered an appointment for the same day, showed up with everything in his van ready to go, and did an *amazing* speedy job. My car looked brand new again, which says a lot when you have kids in the PNW. He made it effortless and easy. Great find and I would definitely return. Thank you so much!"", ""Outstanding job on both my Jaguar and Tacoma. Highly recommend!!""]"
2026-03-15T09:17:17Z,Seattle,mobile detailer,Mind and Body Auto Detail,"
8430 37th Ave S #98118, Seattle, WA 98118",,https://www.mindandbodyautodetail.com/,4.9,92,yes,many mentions of devin,,"[{""review_index"": 1, ""text"": ""Devin was awesome""}, {""review_index"": 2, ""text"": ""Devin was great to talk to""}, {""review_index"": 3, ""text"": ""Devin did an amazing job""}]",Devin,"[""My car was completely covered in mold, and I honestly thought it couldn’t be saved. Devin was awesome — super communicative, transparent about pricing, and walked me through every step. He made a stressful situation so much easier to deal with. When I picked up my car, I couldn’t believe it was the same vehicle. It looked and smelled brand new, and he even cleaned up the exterior too. Fair pricing, great service, and genuine care — I can’t recommend Mind and Body Auto Detail enough!"", ""My car had mold everywhere - the seats, the steering wheel, the trunk, etc. I had been calling around then finally found Mind and Body Auto Detail. Devin was great to talk to and did a thorough job. The car is clean and I feel comfortable driving it around again. I’m giving 4 stars because the passenger seat wasn’t bolted back in on the front side (which was easy to do myself), one of the rear plastic bolt covers was missing and the other was broken, and one of the rear floor mats is missing. Not a big deal to me but worth mentioning. Overall, very grateful for Devin’s work!"", ""Devin did an amazing job detailing the interior of our car after we had left it sitting for a number of weeks. He was super responsive and worked over the weekend so that we could have our car back ASAP. Highly recommended!"", ""Devin was amazing!! The weekend before thanksgiving, while we were hosting family, my dog decided to vomit all over the back seat of my car. No matter what I did, I could not get the smell out. Devin took me last minute, was very flexible with all the timing as my schedule was a bit chaotic, and completely deep cleaned the inside of my car. I have a Subaru crosstrek and it’s out “activities” car so on top of the vomit smell, there was so much pet hair and dirt from all our outdoor activities. When I got the car back, not a single piece of fur was in the car. Completely vacuumed everything out, shampooed everything, it was a brand new car! He was done within a couple of hours. My car has life again and I’m so impressed with his work! Highly recommend Devin to everyone!"", ""This was a fantastic experience I would highly recommend! Devin Elliott was great - he was able to fit me in for a clean and detail on my company vehicle the day after I called. The work was excellent, and he was very kind and helpful. I’ll be going back with my personal vehicle very soon!"", ""Devin reached out to me promptly after I submitted a quote request and was incredibly flexible with scheduling, working around my availability without any issue. As a mom who recently relocated from California, I’m cautious about where I take my car and honestly, I was a bit embarrassed by the condition it was in. Little one spilled detergent in the trunk, there was old food and some mold, and it really needed serious attention. Devin and his team were so kind and professional. They made me feel completely comfortable and never once judged the state of my car. Instead, they focused on the work and delivered outstanding results. The interior looks and smells brand new, and I couldn’t be happier. I’ll definitely be returning regularly to maintain the interior. Highly recommend their services to anyone looking for quality work and genuine professionalism.""]"
2026-03-15T09:17:53Z,Seattle,mobile detailer,Bellevue Mobile Detailing,"
13998 Newcastle Commons Dr #403, Newcastle, WA 98059",,https://www.yeslerdetailing.com/bellevue-wa,5.0,15,no,"no person mentioned enough, too many they's",,"[{""review_index"": 1, ""text"": ""they came out to my house""}, {""review_index"": 2, ""text"": ""Carter did an amazing job""}, {""review_index"": 3, ""text"": ""They showed up""}, {""review_index"": 5, ""text"": ""They also""}]",,"[""Bellevue Mobile Detailing did a fantastic job, they came out to my house in Bellevue and detailed my M8 and S5 The mobile detailing service is super efficient and affordable, I’d highly recommend for anyone in Bellevue, Newcastle, or Renton who’s looking for car detailing"", ""I’m very pleased with how my car turned out. Carter did an amazing job! My car looks like a new car again. I’d definitely recommend Bellevue Mobile Detailing for all of your car cleaning services."", ""Had my Mercedes GLE detailed by Bellevue Mobile Detailing and I’m genuinely blown away by the results. They showed up right on schedule, were professional from start to finish, and transformed my car far beyond what I expected. The leather looks refreshed, every crevice was cleaned, and the exterior shine is next-level. It feels like I just drove it off the lot again. If you want dealership-quality detailing without leaving your driveway, this is the company to call!"", ""My Range Rover looks brand new thanks to Bellevue Mobile Detailing. I will definitely take our Escalade there as well as the kids have made a mess of it! It's hard to find an auto service in Seattle or Eastside that understands luxury vehicles at this level. Exceptional work all around."", ""Bellevue Mobile Detailing transformed my Sienna inside and out. They also handled my wife's Lexus with the same meticulous care. Both vehicles now look like high-end luxury showroom pieces, and the convenience of having them come straight to us in Renton was a huge bonus."", ""These guys came right to my office in Bellevue and did a fantastic job. Will for sure use them again!""]"
2026-03-15T09:18:45Z,Seattle,mobile detailer,Cesar's Mobile Detailing,"
330 Fairview Ave N, Seattle, WA 98122",,https://cesarsdetailing.com/,4.9,33,yes,many mentions of cesar,,"[{""review_index"": 1, ""text"": ""Cesar was able to come on short notice""}, {""review_index"": 2, ""text"": ""Cesar made my car completely spotless and like new""}, {""review_index"": 3, ""text"": ""I found Cesar online,""}]",cesar,"[""Needed an emergency detail - I spilled fish soup in the back seat of my car! Cesar was able to come on short notice. He agreed to come early in the morning and he even showed up before the scheduled time and was able to get started sooner. Soup smell is gone and the car is spotless. Extremely reasonable pricing for Seattle. I recommend his services!"", ""My car was looking rough after my cross country move but Cesar made my car completely spotless and like new. Will for sure be coming back to him regularly. Would highly recommend!"", ""Well that was best $ we’ve ever spent! I found Cesar online, texted him in the morning and setup a same day appointment for an interior detailing. He came to our house and spent 3 HOURS detailing the inside of our Tiguan, he was so thorough he found stuff in there that I’ve be missing for years! I am going to have him back for exterior detailing and will absolutely call him again for our annual car-cleaning! Thank you so much!"", ""Absolutely amazing service! Cesar’s Mobile Detailing showed up on time and made my car look better than the day I bought it. Super professional, detailed, and convenient. Highly recommend!"", ""Cesar did a great job. He used new wash pads and cloths to avoid scratching the car paint and meticulously cleaned the interior. Overall, I felt comfortable trusting him with my car. I highly recommend his company."", ""He did an amazing job on my car, it looks like a brand new car. He was very responsive and was able to get me scheduled the very next day. He was very detailed oriented, I will be calling him for all my car needs! Services Polishing, Auto detailing""]"
2026-03-15T09:29:08Z,denver,floorer,Denver Flooring,"
7178 Washington St, Denver, CO 80229",,http://denverflooringllc.com/,4.7,26,no,too many names mentioned,,"[{""review_index"": 1, ""text"": "". thank you, Angela, Kelly, and Gustavo!""}, {""review_index"": 2, ""text"": ""Angela and John are the best""}]",,"[""This was a wonderful business to work with. I will recommend them to everyone I know. They were so personable and helpful. Always felt like I was getting honest service. They went above and beyond to make sure everything was the way we wanted it and were so friendly. Very competitive pricing. High-quality installation.Five out of five stars. thank you, Angela, Kelly, and Gustavo!"", ""We love everyone at Denver Flooring Angela and John are the best. They have so many different Carpets in stock and can get anything!!"", ""What a great group of experts from ordering to installation. Everything as promised. I had a carpet picked out from Carpet Mill. had a measurement, then ghosted. So I found Angela and team by a google search...so glad I did. I was worried about the install on the steps but her team assured me it would look amazing. IT DID. Great prices, great attitudes with follow up to make sure I was happy. Heck yeah!""]"
2026-03-15T09:29:34Z,denver,floorer,The Flooring Group,"
1001 S Platte River Dr, Denver, CO 80223",,http://www.theflooringgroup.com/,4.3,47,no,too many names,,"[{""review_index"": 1, ""text"": ""Jennifer put together""}, {""review_index"": 2, ""text"": ""Mary is absolutly the best""}, {""review_index"": 3, ""text"": ""Patrick had all the information""}]",,"[""I was so thrilled to connect with Jennifer Parks a few weeks ago when one of my listing clients urgently needed to recarpet several rooms and stairs. Jennifer put together a custom quote with wholesale prices and in-stock materials to save the day, not only beating two other estimates but giving us her best installer for the job and going above and beyond from a customer service perspective! I cannot recommend working with Jennifer Parks and The Flooring Group highly enough."", ""Mary is absolutly the best. I could write paragraphs about her and the amazing job she did. She\u2019s a pleasure to work with and has amazing taste. If you\u2019re considering a remodel make sure you use the flooring group and work with Mary!"", ""Even though they were unable to help me Patrick had all the information I needed to help my customer with their flooring needs!! I will definitely be doing business with them in the near future!!""]"
2026-03-15T09:30:24Z,denver,floorer,Floor Coverings International of West Denver,"
2801 Youngfield St # 126, Golden, CO 80401",,https://www.floorcoveringsinternational.com/locations/us/co/west-denver/,4.9,90,no,"too many names, even though they each have their own team, nothing points towards a single owner",,"[{""review_index"": 1, ""text"": ""We recently had Erin and her team""}, {""review_index"": 2, ""text"": ""Darrel and his team""}, {""review_index"": 3, ""text"": ""Steve and his team""}]",,"[""We recently had Erin and her team refinish our wood floors and update the carpet throughout our house, and I couldn’t be more thrilled with the results! From start to finish, their care and craftsmanship truly stood out. Every detail was handled with precision, and it’s clear they take great pride in their work. Beyond the quality of the floors—which look absolutely stunning—the customer service was outstanding. Erin and her team went above and beyond to make the entire process smooth and stress-free. They were respectful of our home, kept us updated every step of the way, and finished everything right on time. It’s rare these days to find a team that combines skill, professionalism, and genuine care for their customers, but Erin and her crew did just that. I highly recommend them to anyone looking for flooring work—you’ll be in the best hands!"", ""Darrel and his team did a great job carpeting our bedrooms. We were overdue to have them replaced, and I am so happy to have them done. Darrel kept us updated and informed throughout the process. The installation team was professional and efficient. We will definitely continue to give our business to Floor Coverings International of West Denver any time we have flooring needs."", ""Steve and his team were so great from start to finish redoing the flooring in an office in the basement. We had a lot of questions and changed our minds a few times on what we wanted to do, and they were so patient with us. Great customer service. The before and after is amazing - we're planning on using them again for our entire basement once we're ready!"", ""The Floor Coverings International of West Denver were just perfect in every way! It was very convenient to see carpet samples brought to our home and we got expert advice and options. The installers were right on time and addressed all the details. I highly recommend them!"", ""We had an amazing experience with Floor Coverings International and couldn’t be happier with our new stair runner. It turned out absolutely beautiful! Erin was incredible to work with and took the time to make sure we found the exact runner that perfectly matched both our style and our lifestyle. Darrel made scheduling the installation seamless and stress-free, which we really appreciated. And the installer, Jason, was outstanding. I was truly amazed at how fast, precise, and flawless the installation was. The entire process from start to finish was smooth and professional. Highly recommend Floor Coverings International to anyone looking for quality work and an excellent team. We will be using them for all future flooring needs!"", ""Erin was my consultant and she did a great job of helping me pick out new tile for my project. She was also great at communicating. I gave them 4 stars because when it came time for installation the communication was not great. I would have really appreciated an update on where they were in the process, because I stayed in a hotel while it was being installed. I ended up driving by every afternoon just to see how they were doing. I would use them again for other projects, but would ask for better communication if I had to stay somewhere else.""]"
2026-03-15T09:30:53Z,denver,floorer,Denver Flooring Collective,"
11068 E Louisiana Pl, Aurora, CO 80012",,https://www.denverflooringcollective.com/,5.0,47,yes,andrew mentioned a lot,,"[{""review_index"": 1, ""text"": ""Andrew and team were super responsiv""}, {""review_index"": 4, ""text"": ""Andrew and the Denver Flooring Collectiv""}, {""review_index"": 5, ""text"": ""Andrew's team""}]",Andrew,"[""Awesome experience. Andrew and team were super responsive, punctual, and even came back a couple times when my prime contractor caused delays. Above and beyond. Also great pricing, very hard to beat (we did the leg work), especially for the end product. Highly recommend!"", ""Denver Flooring Collective did a fantastic job. Scheduling was easy. Estimate was clearly explained. The two installers were very hard working, and professional. The job was finished on time, and clean up was excellent. Perhaps we always may wish we paid less, but when the work is quality, we don’t worry as much about cost. I would highly recommend this company. Best of luck!"", ""My husband and I came across Denver Flooring Collective through an Instagram sponsored story (because we know that IG loves to suggest things you start researching) and we reached out to them after we decided to finally replace the old carpets from our first floor with new LVP flooring. Andrew and Debbie were phenomenal in helping us get the job booked! They were extremely communicative, transparent and they beat everyone else that we received quotes from. Their team came in and installed an LVP we chose from Floor & Decor as well as baseboards in only one day and we're so happy with the installation work. We are so excited to work with Denver Flooring Collective to finish up the rest of our home as we still have to replace the floors upstairs. :) Highly recommend!!"", ""Andrew and the Denver Flooring Collective Team did a phenomenal job. They were incredibly professional, responsive, and really helped transform my house into a beautiful home. They were incredibly collaborative throughout the process. They brainstormed solutions with me, and offered thoughtful input to help achieve my exact design vision. I would absolutely recommend them to anyone looking for high quality flooring work! Services Install flooring, Stair flooring, Baseboard installation"", ""Andrew's team did amazing work adding lvp in basement and restoring hardwood upstairs. Have received many compliments. These guys really care about doing quality work at a fair price Services Install flooring, Wood floor refinishing, Wood floor restoration"", ""I am very happy with my new floors. Denver Flooring Collective replaced all the floors and baseboards in my upstairs except the bathrooms. The work was excellent and the floors and baseboards make the house look more modern. Everyone who has seen then is impressed. One happy customer.""]"
2026-03-15T09:31:24Z,denver,floorer,The Floor Club,"
741 S Huron St, Denver, CO 80223",,http://www.thedenverfloorclub.com/,4.7,40,no,sales floor = sales associates i have to talk to before owner,,"[{""review_index"": 1, ""text"": ""Their sales floor""}]",,"[""Their sales floor is incredibly avoidant and snooty, nor do they return voicemails. Finally had to call every extension down their robot line just to talk to someone, Evan answered and was a snob about it, replied \""Oh yeah I can tell you've called just about everyone in the whole office!\"" Like yeah dude, I'm just trying to order some tile here, so apparently I have to in order to find someone to answer my question? Eventually in a roundabout way he told me to go find somewhere else to order. Thanks for my wasted time Floor Club! ***Since the owner left an obnoxious reply to this review saying \""We only work with repeat purchasers of materials\"" I'd just like to ask, how do I become a repeat purchaser if you won't let me order something in the first place?? Also, I wasn't a first time customer, I had an account already! Jessica told me my account had been \""Archived\"" and that she could still help me, but then decided later she couldn't? Why do you guys keep changing the story? Well I sure am glad I found someone else to help me with my tile order, because this place surely wasn't going to do it."", ""This is our 3rd project working with Jessica and it has gone smoothly. She listens to our ideas and requests, offers many options and helps pull everything together for a fabulous look. She is considerate of our ideas and budget and has been wonderful to work with. We have two more projects to complete and we will definitely come back to The Floor Club and work with her!"", ""The best customer service and experience around! As a designer, having The Floor Club is like having more employees at my firm. They treat my clients with great respect and offer fantastic options and education on their products. I have had the pleasure to work with Evan on several projects and he has gone above and beyond with each interaction. I have also worked with Jessica and Robert, both providing great experiences with their helpfulness and pleasant attitudes. After running around town on multiple projects to different showrooms, I am glad to finally use The Floor Club as a one stop shop thereby saving me time and hassle."", ""This is my third experience working with this establishment. My designer brought me in to look at samples and I was very happy with their extensive selection. I've worked both with Diane and Jessica - they have a great eye and really listen to what you're looking for. They have also worked hard to find options during pandemic delays and helped us to keep our project moving. I'm impressed with the customer service here."", ""As a relatively new designer in Denver, my experience at The Floor Club has been wonderful. Evan is very patient & helpful with all my questions and the whole staff is quick to respond and are extremely knowledgeable about their products. In addition, the show room is beautiful and a place I am happy to bring clients. All the recommended subcontractors have been professional & great to work with. I highly recommend The Floor Club!"", ""We had a great experience with The Floor Club! Evan spent a lot of time w/ us helping us choose samples and making sure we had a good selection to take home and look at. He was great about helping order larger samples when we narrowed our choices and provided us w/ the name of a fantastic installer. (Bill Gray) All of our questions were answered quickly, even when I contacted him after our carpet was installed. We are thrilled with our carpet and padding choices and would recommend The Floor Club to anyone.""]"
2026-03-15T10:28:13Z,el paso,mobile detailer,Maintenance Mobile Detailing,"
6070 Gtwy Blvd E Ste. 106 PMB 1216, El Paso, TX 79905",,http://www.maintenancemobiledetailing.com/,4.9,103,yes,many mentions of gabriel,,"[{""review_index"": 1, ""text"": ""Gabriel went above and beyond""}, {""review_index"": 2, ""text"": ""I had an Appointment with Gabriel""}, {""review_index"": 3, ""text"": ""and Gabriel showed up right on time""}]",gabriel,"[""Gabriel went above and beyond with this clean. Took his time and asked questions if I had any concerns about the car cleaning. Won’t use anyone else when it comes to car detailing. Highly recommend"", ""I had an Appointment with Gabriel today and he has done an amazing job. I can tell he is both professional and passionate of his craft. Gabriel has great attention to detail, and cleaned the vehicles like they are his own! He operates his company with the utmost transparency and was able to explain the process of which He was going to do. Gabriel did both my vehicles back to back, he left them looking like when we first got them. We have a three year old and our interiors weren't the best, and he co.pletly transformed them! For all of you toddler parents out there I strongly recommend Maintenance Mobile Detailing! 100%"", ""I scheduled my appointment only a few hours beforehand and Gabriel showed up right on time. He absolutely dazzled me with his skills and attention to detail. Honestly, this is best cleaning I have ever had on a vehicle...And my Jeep was pretty nasty. He is extremely knowledgable, friendly, and we had great conversations too. I would highly recommend Maintenance Mobile Detailing anytime."", ""Gabriel was super efficient and quick! My 4Runner suffered a road trip with German shepherds and kiddos that had snacks. It looks brand new and smells amazing. He took the time to explain all he took care of for us. Definitely will be asking for him again, he was super kind and professional."", ""BEST! Service in town. Whether you are stationed In Fort Bliss or attending the SGM-A, Gabriel's attention to detail and professionalism are AMAZING! Best car detail experience i have ever had."", ""Maintenance Mobile Detailing is nothing short of amazing! They came to my place of residence to detail my vehicle inside and out for a very affordable price! They made my vehicle look brand new again, i’m beyond impressed! Thank you guys so much!""]"
2026-03-15T10:41:51Z,phoenix,floorer,AZ Builder Solutions,"
20816 N 20th Ave Ste 28, Phoenix, AZ 85027",,http://www.azfloorsolutions.com/,5.0,114,yes,"mentions finias and his team, meaning finias owns the team",,"[{""review_index"": 2, ""text"": ""Finias and his team""}, {""review_index"": 3, ""text"": ""Finias and his team""}]",finias,"[""We had a great experience with AZ Floor Solutions installing new flooring and baseboards after our home flooded. They helped us through the stress of it all by showing up every time when scheduled and gave us great advice in regards to what would work best for our home while working within the insurance company's parameters. Finnias was professional and kind to work with. He and every one of his workers showed excellence throughout the entire project and we love how our home looks now. I highly recommend AZ Floor Solutions for remodelling, and I look forward to working with this company again when we choose to do some additional upgrades."", ""We couldn’t be happier with the work Finias and his team did for us! From start to finish, they were professional, communicative, and truly committed to bringing our vision to life. They completely transformed our home — installing beautiful new floors, building a stunning outdoor BBQ area, and designing custom fireplace cabinets and shelves that have become the centerpiece of our living room. Every detail was handled with care and craftsmanship. They listened closely to what we wanted, offered thoughtful suggestions, and made the entire process smooth and stress-free. The quality of their work is outstanding, and it’s clear they take pride in what they do. We get compliments all the time from friends and family, and we couldn’t recommend AZ Floor Solutions more highly. If you’re looking for someone reliable, talented, and a pleasure to work with, look no further — they’re simply the best!"", ""I can't speak highly enough of AZ Floor Solutions. Finias and his team are amazing to work with, true professionals in every aspect. We have a manufactured mobile home and have had difficulty finding the right flooring for it. Finias guided us through the process and gained our trust. Carmen in the design studio, who is a beautiful soul, helped us pick out the perfect flooring for our home. The best decision we made was trusting Finias and AZ Floor Solutions, our new floors are amazing! We love them and the pups love them, too. The whole team is wonderful to work with. We will use Finias and Az Floor Solutions for all home projects going forward. I highly recommend this company for any home remodeling or new builds that you need."", ""After our floor got tore up for foundation repair. We had AZ flooring solutions come out to help us level and install the new floor. They were efficient, professional, knowledgeable, as well as leave the job with clean finish. The whole process was smooth. They brought some sample to us to see what the finish product would look like. Special thanks to Timothy for assisted with us regardless to our financial limitation. They finished the job on the date they committed, and the end result looked great. Highly recommended."", ""AZ Floor Solutions did a fantastic job installing LVP flooring throughout my home. From start to finish Finias and his crew were true professionals with outstanding workmanship! Clean-up was amazing! I can't forget Carmen who works in the office. Her eye for design helped me to choose just the right flooring. I recommend AZ Floor Solutions to all who want beautiful flooring, honorable workmanship, and very competitive pricing."", ""Working with Finias and his staff and tradesmen was a really great experience. They did all of the floors and tile work and I’m so obsessed with everything they did. There were only a couple hiccups throughout the process but Finias was quick to make it right to my satisfaction. I wouldn’t hesitate to refer him as a contractor to anyone needing work done on their home. I’m sharing some beautiful photos of my floors and tile work. Thanks so much, Finias, Gabriel, Moses and all of the tradesman!""]"
2026-03-15T10:42:16Z,phoenix,floorer,Premium Floor & Design LLC,"
4747 N 7th St #414, Phoenix, AZ 85014",,https://mypremiumfloors.com/flooring-store-in-phoenix-az/?utm_source=gbp,4.8,69,no,too many names mentioned,,"[{""review_index"": 1, ""text"": ""consultation with Pedro""}, {""review_index"": 2, ""text"": ""Moises took time""}, {""review_index"": 3, ""text"": ""After meeting the owner and Jonathan coming to our home twice""}]",,"[""Our experience with Premium Floor and Design was top-notch. After our consultation with Pedro, we decided our active household was a better fit for porcelain wood look tile over engineered hardwood. I had shopped and received quotes from 3 companies and while I preferred the workmanship style, timeline and overall feeling of genuineness I rec’d from Pedro, they did not have the tile that I had fallen in love with from one of the other companies. After discussing this with Pedro and providing the details of the tile, he came back to me within a day stating he could secure the tile, that it was in stock and had an updated quote ready. The price was a little bit higher per sq ft than the other company and when I told Pedro about this he felt it was because they were a new customer to this supplier. Regardless, he took the information back to the supplier and was able to negotiate the price down on our behalf. The installation process itself was as great as can be expected. The decision and process of having all of your flooring replaced at once is not without its challenges but the installers were pleasant, respectful and worked hard and long days. We were fortunate to not have to stay in our house during the job, but we did come back nightly to make sure the house was secure (it was) and excited to see the days progress. The Project Coordinator , Aishia, kept us in the loop about the schedule, progress and anything else that came up, which wasn’t much. The grout we selected had been discontinued but she brought new samples out for us to choose from within a few hours. We also had a small design issue during baseboard installation, an aesthetic preference that we did not communicate to the team, and upon letting Aishia know it was remedied within the day. Overall, the installation process took about 10 full days and when Pedro came for the walkthrough, we had zero concerns. We have lived with these floors for about 2 weeks now and nothing has come up that needs to be addressed. The layout pattern is consistent and correct, the tile is level and it looks beautiful. We are so appreciative of the care and customer service we were provided by the team at Premium Floor and Design and could not be more pleased with the end result."", ""From beginning to end redoing the entire flooring in my house (approximately 2400 sq ft) was the best experience I could ask for. Moises took time to meet with me at their showroom to pick out several samples then bring them to my house to see which went best with my decor and wall coloring. The installers were meticulous with their tear up and installation work and cleaning up upon completion. And the floors and moldings are amazing. I get so many compliments. Would recommend them highly for your next project."", ""We did a lot of research, checked reviews, had reps in our home to show samples, measure and give estimates. After meeting the owner and Jonathan coming to our home twice, we decided we wanted Premium to do the install. From the very beginning every employee was very professional, polite, respectful, knowledgeable and skilled in their craft. The install crew worked for 12 hours until the entire job was completed in one day. Every little detail was done with precision and we are so pleased. Their prices were very reasonable, the flooring and the installation have a lifetime warranty. We will be using Premium in the future again without hesitation."", ""We recently had Premium Floor and Design install Lion LVP in a dark brown finish along with new plush carpet throughout our entire house, and the results are fantastic! The floors look absolutely amazing. The main installer truly deserves a raise! His attention to detail was incredible—he went above and beyond to make sure everything was perfect. Anytime an issue came up, he either fixed it right away or explained what was going on. He was courteous, professional, and super nice to work with. Thank you so much to the whole team for transforming our home. We couldn’t be happier—everything turned out 100% amazing! Highly recommend Premium Floor and Design!"", ""We loved working with Premium Floor & Design! They made it so easy to choose flooring. Within 30 mins they were at our house with tons of samples to choose from! We went with Lions-Indoor Delight-Castle Forge. I’m so obsessed with it!! It’s such a pretty color. I would definitely recommend purchasing from them."", ""Very happy with this company. I had estimates from five different companies, and I did not choose them because they were the lowest (Although they were), But because of their great service. The owner of the company helped me choose what I wanted. They accommodated me on the dates that I needed. The two boys who were doing the installation, turned up on time, were friendly and pleasant and did a good job. They were very careful with my belongings. The company followed up to make sure I was satisfied. I would certainly use them again and will recommend them to anybody who needs it. I LOVE MY FLOORS!""]"
2026-03-15T10:43:11Z,phoenix,floorer,"Phoenix Flooring Outlet, Inc.","
4102 N 24th St #1, Phoenix, AZ 85016",,http://www.phoenixflooringoutlet.com/,4.5,51,no,doesnt mention who the owner is,,"[{""review_index"": 2, ""text"": ""would run back here to work with these guys""}, {""review_index"": 3, ""text"": ""I spoke with several people, including the owner""}]",,"[""We have ordered floors from them on two of our homes now and both times they were incredibly helpful and well priced. If you are looking for something that is more unique and tasteful than what is available at Home Depot or Lowe’s but want to avoid luxury prices I suggest you check them out. When we had a few boards that potentially had issues they quickly offered to help and secured replacements for the whole batch in case we had more problems. All turned out fine but their readiness to help meant the world. I would buy from them again because their product and price is really competitive and you are buying from a business that will truly help you if you run into problems."", ""What a pleasant and easy experience I had dealing with JR. I’m working on a flooring project where we ran out of flooring and I needed to buy 2 more boxes. I called JR and within 15 minutes I had a quote in my email and he called to confirm they had stock. I picked it up hassle free within the hour. I would run back here to work with these guys, especially in this day and age where it’s near impossible to find good customer service!! Good job guys!!!"", ""I had the absolute best experience working with these folks to identify and purchase the right flooring for a new retail store in an incredibly quick turnaround time. I spoke with several people, including the owner, who were so friendly, informative, patient, thorough, and accommodating. They really went above and beyond and I completed the whole interaction feeling impressed and grateful. I wish there were a lot more businesses that operated like this!"", ""AWESOME experience with this place! I'm a teacher and needed an affordable solution for new flooring. Oscar, the owner was incredibly kind and really cared and helped me. His gal Viviana was terrific and she helped me choose between two flooring options and was so patient! I cannot believe how awesome their prices and selection is...in Scottsdale and other parts of the valley, the prices were 2 1/2to 4x more costly! Thank you, Oscar. I will refer you going forward!"", ""Phoenix Flooring Outlet is a lifesaver! Not only were we able to find and purchase the flooring we wanted at $3000 less than we were quoted from multiple contractors, but also the customer service was top-notch! We worked with Viviana, and she was always on top of the project and contacted us regularly until our purchase was finalized and the flooring was received! Everyone there have been so helpful and friendly - I feel like we are friends! And they were also very helpful with other parts of our project outside of the flooring! I highly recommend this company for all your flooring, baseboard and timing needs!"", ""The best flooring and pricing in town. We shipped around and we couldn’t find anything with this quality at the price. We’ve had the flooring in our house about 6 months and it’s been great! They’re knowledgeable and easy to work with.""]"
